important	2025-08-27 18:11:12_945	打开日志文件[/home/sunrise/xgo_demo/build/xgo_head/log/log.txt], 级别为1:debug, 超过10485760字节将重建文件。
debug	2025-08-27 18:11:33_520	body points num  19 , save.
debug	2025-08-27 18:11:33_535	interval not reach, ignor.
debug	2025-08-27 18:11:33_535	receive a body
debug	2025-08-27 18:11:33_536	body points num  19 , save.
debug	2025-08-27 18:11:33_565	interval not reach, ignor.
debug	2025-08-27 18:11:33_566	receive a body
debug	2025-08-27 18:11:33_566	body points num  19 , save.
debug	2025-08-27 18:11:33_596	receive a body
debug	2025-08-27 18:11:33_596	body points num  19 , save.
debug	2025-08-27 18:11:33_626	receive a compressed Image, format is :jpeg,  size if :45398
debug	2025-08-27 18:11:33_639	1 body to draw.
debug	2025-08-27 18:11:33_641	receive a body
debug	2025-08-27 18:11:33_641	body points num  19 , save.
debug	2025-08-27 18:11:33_656	interval not reach, ignor.
debug	2025-08-27 18:11:33_657	receive a body
debug	2025-08-27 18:11:33_657	body points num  19 , save.
debug	2025-08-27 18:11:33_687	interval not reach, ignor.
debug	2025-08-27 18:11:33_687	receive a body
debug	2025-08-27 18:11:33_688	body points num  19 , save.
debug	2025-08-27 18:11:33_717	interval not reach, ignor.
debug	2025-08-27 18:11:33_717	receive a body
debug	2025-08-27 18:11:33_718	body points num  19 , save.
debug	2025-08-27 18:11:33_747	receive a compressed Image, format is :jpeg,  size if :45585
debug	2025-08-27 18:11:33_759	1 body to draw.
debug	2025-08-27 18:11:33_761	receive a body
debug	2025-08-27 18:11:33_761	body points num  19 , save.
debug	2025-08-27 18:11:33_778	interval not reach, ignor.
debug	2025-08-27 18:11:33_778	receive a body
debug	2025-08-27 18:11:33_778	body points num  19 , save.
debug	2025-08-27 18:11:33_808	interval not reach, ignor.
debug	2025-08-27 18:11:33_808	receive a body
debug	2025-08-27 18:11:33_808	body points num  19 , save.
debug	2025-08-27 18:11:33_838	interval not reach, ignor.
debug	2025-08-27 18:11:33_838	receive a body
debug	2025-08-27 18:11:33_839	body points num  19 , save.
debug	2025-08-27 18:11:33_868	receive a compressed Image, format is :jpeg,  size if :45912
debug	2025-08-27 18:11:33_880	1 body to draw.
debug	2025-08-27 18:11:33_899	interval not reach, ignor.
debug	2025-08-27 18:11:33_899	receive a body
debug	2025-08-27 18:11:33_900	body points num  19 , save.
debug	2025-08-27 18:11:33_929	interval not reach, ignor.
debug	2025-08-27 18:11:33_930	receive a body
debug	2025-08-27 18:11:33_930	body points num  19 , save.
debug	2025-08-27 18:11:33_960	interval not reach, ignor.
debug	2025-08-27 18:11:33_960	receive a body
debug	2025-08-27 18:11:33_960	body points num  19 , save.
debug	2025-08-27 18:11:33_990	receive a compressed Image, format is :jpeg,  size if :45606
debug	2025-08-27 18:11:34_003	1 body to draw.
debug	2025-08-27 18:11:34_005	receive a body
debug	2025-08-27 18:11:34_006	body points num  19 , save.
debug	2025-08-27 18:11:34_020	interval not reach, ignor.
debug	2025-08-27 18:11:34_020	receive a body
debug	2025-08-27 18:11:34_021	body points num  19 , save.
debug	2025-08-27 18:11:34_050	interval not reach, ignor.
debug	2025-08-27 18:11:34_051	receive a body
debug	2025-08-27 18:11:34_051	body points num  19 , save.
debug	2025-08-27 18:11:34_081	interval not reach, ignor.
debug	2025-08-27 18:11:34_081	receive a body
debug	2025-08-27 18:11:34_082	body points num  19 , save.
debug	2025-08-27 18:11:34_111	receive a compressed Image, format is :jpeg,  size if :45132
debug	2025-08-27 18:11:34_123	1 body to draw.
debug	2025-08-27 18:11:34_125	receive a body
debug	2025-08-27 18:11:34_125	body points num  19 , save.
debug	2025-08-27 18:11:34_141	interval not reach, ignor.
debug	2025-08-27 18:11:34_142	receive a body
debug	2025-08-27 18:11:34_142	body points num  19 , save.
debug	2025-08-27 18:11:34_172	receive a body
debug	2025-08-27 18:11:34_172	body points num  19 , save.
debug	2025-08-27 18:11:34_202	interval not reach, ignor.
debug	2025-08-27 18:11:34_202	receive a body
debug	2025-08-27 18:11:34_202	body points num  19 , save.
debug	2025-08-27 18:11:34_232	receive a compressed Image, format is :jpeg,  size if :44872
debug	2025-08-27 18:11:34_243	1 body to draw.
debug	2025-08-27 18:11:34_245	receive a body
debug	2025-08-27 18:11:34_245	body points num  19 , save.
debug	2025-08-27 18:11:34_262	interval not reach, ignor.
debug	2025-08-27 18:11:34_263	receive a body
debug	2025-08-27 18:11:34_263	body points num  19 , save.
debug	2025-08-27 18:11:34_293	interval not reach, ignor.
debug	2025-08-27 18:11:34_293	receive a body
debug	2025-08-27 18:11:34_293	body points num  19 , save.
debug	2025-08-27 18:11:34_323	interval not reach, ignor.
debug	2025-08-27 18:11:34_323	receive a body
debug	2025-08-27 18:11:34_324	body points num  19 , save.
debug	2025-08-27 18:11:34_353	receive a compressed Image, format is :jpeg,  size if :44793
debug	2025-08-27 18:11:34_365	1 body to draw.
debug	2025-08-27 18:11:34_367	receive a body
debug	2025-08-27 18:11:34_367	body points num  19 , save.
debug	2025-08-27 18:11:34_384	interval not reach, ignor.
debug	2025-08-27 18:11:34_384	receive a body
debug	2025-08-27 18:11:34_384	body points num  19 , save.
debug	2025-08-27 18:11:34_414	interval not reach, ignor.
debug	2025-08-27 18:11:34_444	interval not reach, ignor.
debug	2025-08-27 18:11:34_444	receive a body
debug	2025-08-27 18:11:34_445	body points num  19 , save.
debug	2025-08-27 18:11:34_475	receive a compressed Image, format is :jpeg,  size if :44333
debug	2025-08-27 18:11:34_487	1 body to draw.
debug	2025-08-27 18:11:34_490	receive a body
debug	2025-08-27 18:11:34_493	body points num  19 , save.
debug	2025-08-27 18:11:34_505	interval not reach, ignor.
debug	2025-08-27 18:11:34_505	receive a body
debug	2025-08-27 18:11:34_506	body points num  19 , save.
debug	2025-08-27 18:11:34_535	interval not reach, ignor.
debug	2025-08-27 18:11:34_536	receive a body
debug	2025-08-27 18:11:34_536	body points num  19 , save.
debug	2025-08-27 18:11:34_565	interval not reach, ignor.
debug	2025-08-27 18:11:34_566	receive a body
debug	2025-08-27 18:11:34_566	body points num  19 , save.
debug	2025-08-27 18:11:34_596	receive a compressed Image, format is :jpeg,  size if :44314
debug	2025-08-27 18:11:34_607	1 body to draw.
debug	2025-08-27 18:11:34_608	receive a body
debug	2025-08-27 18:11:34_609	body points num  19 , save.
debug	2025-08-27 18:11:34_626	interval not reach, ignor.
debug	2025-08-27 18:11:34_626	receive a body
debug	2025-08-27 18:11:34_627	body points num  19 , save.
debug	2025-08-27 18:11:34_656	interval not reach, ignor.
debug	2025-08-27 18:11:34_657	receive a body
debug	2025-08-27 18:11:34_657	body points num  19 , save.
debug	2025-08-27 18:11:34_687	interval not reach, ignor.
debug	2025-08-27 18:11:34_687	receive a body
debug	2025-08-27 18:11:34_688	body points num  19 , save.
debug	2025-08-27 18:11:34_717	receive a compressed Image, format is :jpeg,  size if :44346
debug	2025-08-27 18:11:34_728	1 body to draw.
debug	2025-08-27 18:11:34_729	receive a body
debug	2025-08-27 18:11:34_730	body points num  19 , save.
debug	2025-08-27 18:11:34_747	interval not reach, ignor.
debug	2025-08-27 18:11:34_748	receive a body
debug	2025-08-27 18:11:34_748	body points num  19 , save.
debug	2025-08-27 18:11:34_778	receive a body
debug	2025-08-27 18:11:34_778	body points num  19 , save.
debug	2025-08-27 18:11:34_808	interval not reach, ignor.
debug	2025-08-27 18:11:34_808	receive a body
debug	2025-08-27 18:11:34_809	body points num  19 , save.
debug	2025-08-27 18:11:34_838	receive a compressed Image, format is :jpeg,  size if :44111
debug	2025-08-27 18:11:34_849	1 body to draw.
debug	2025-08-27 18:11:34_851	receive a body
debug	2025-08-27 18:11:34_851	body points num  19 , save.
debug	2025-08-27 18:11:34_868	interval not reach, ignor.
debug	2025-08-27 18:11:34_869	receive a body
debug	2025-08-27 18:11:34_869	body points num  19 , save.
debug	2025-08-27 18:11:34_899	interval not reach, ignor.
debug	2025-08-27 18:11:34_899	receive a body
debug	2025-08-27 18:11:34_899	body points num  19 , save.
debug	2025-08-27 18:11:34_929	interval not reach, ignor.
debug	2025-08-27 18:11:34_929	receive a body
debug	2025-08-27 18:11:34_930	body points num  19 , save.
debug	2025-08-27 18:11:34_959	receive a compressed Image, format is :jpeg,  size if :43921
debug	2025-08-27 18:11:34_971	1 body to draw.
debug	2025-08-27 18:11:34_972	receive a body
debug	2025-08-27 18:11:34_973	body points num  19 , save.
debug	2025-08-27 18:11:34_990	interval not reach, ignor.
